id,state,source,source_record_id,record_type,title,agency,program_focus,topic_keys,posted_date,updated_date,due_date,effective_date,comment_required_flag,action_required_by,importance_score,summary,document_url,source_url,matched_keywords,rht_flag,raw_json,last_checked_at
stupd-f677c0a15f8938cd,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:na-202606-part 1,provider_bulletin,Provider Manual Revisions,California Department of Health Care Services / Medi-Cal,eligibility;medicaid,eligibility;mmis,2026-06-10,,,,false,,26,"Pages updated due to ongoing provider manual revisions: eft form (1, 2)",https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=eftform.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=medi-cal-program-and-eligibility&issueNumber=47&articleId=na-202606-part%201,eligibility;MMIS,false,"{""article_id"":""na-202606-part 1"",""bulletin_id"":""part12026-06"",""categories"":[],""community"":{""community_abbrv"":""PART1"",""community_name"":""Medi-Cal Program & Eligibility""},""issue_number"":""47""}",2026-07-27T15:40:56Z
stupd-2e9e1fe506f66e38,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:34008.01,provider_bulletin,"Policy Clarified for Occupational, Physical and Speech Therapies",California Department of Health Care Services / Medi-Cal,interoperability;medicaid,interoperability;mmis,2026-06-10,,,,false,,26,"Three therapies provider manual sections have been updated to clarify existing coverage and billing policy. Guidance has been added regarding medical necessity standards, TAR requirements, written referral requirements, coverage for Medi-Cal members under age 21 and more. Provider Manual(s) Updates Provider Community Manual Page(s) Updated Audiology and Hearing Aids speech (1&ndash;5) Community-Based Adult Services Rehabilitation Clinics Therapies occu (1&ndash;6) ; phys (1&ndash;5) ; speech (1&ndash;5)",https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=speech.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=therapies&issueNumber=609&articleId=34008.01,MMIS,false,"{""article_id"":""34008.01"",""bulletin_id"":""thp2026-06"",""categories"":[],""community"":{""community_abbrv"":""THP"",""community_name"":""Therapies""},""issue_number"":""609""}",2026-07-27T15:40:56Z
stupd-fd8d27ef0eec9f7c,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:34027,provider_bulletin,PAD Rates 2026 Quarter Two Update,California Department of Health Care Services / Medi-Cal,claims;medicaid,claims;mmis,2026-06-10,,,,false,,26,"Effective for dates of service on or after April 1, 2026, the reimbursement rates, Procedure Type and/or conversion indicator for Physician Administered Drug (PAD) Healthcare Common Procedure Coding System (HCPCS) level I and II codes have been updated. The quarterly update can be found under the Medi-Cal Maximum Allowable Reimbursement Rates for Physician-Administered Drugs section of the Medi-Cal Rates webpage. An Erroneous Payment Correction (EPC) will be implemented to reprocess claims with dates of service on or after the effective date of this billing policy, that were appropriately submitted based on the guidance published in this article but erroneously paid because Medi-Cal had not yet implemented the system changes to support appropriate adjudication. Providers may also elect to use this updated billing policy to correct and resubmit previously denied claims as described in the CIF Submission and Timeliness Instructions section of the Provider Manual. Provider Manual(s) Updates Provider Community Manual Page(s) Updated Clinics and Hospitals Chronic Dialysis Clinics General Medicine Obstetrics Pharmacy Rehabilitation Clinics physician spec (53)",https://mcweb.apps.prd.cammis.medi-cal.ca.gov/rates?tab=rates,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=rehabilitation-clinics&issueNumber=621&articleId=34027,claims;MMIS,false,"{""article_id"":""34027"",""bulletin_id"":""reh2026-06"",""categories"":[],""community"":{""community_abbrv"":""REH"",""community_name"":""Rehabilitation Clinics""},""issue_number"":""621""}",2026-07-27T15:40:56Z
stupd-db51be639a39cc50,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:32984.85,provider_bulletin,Justice-Involved (JI) Reentry Initiative: Provider Types Updated for General and Care Management Services,California Department of Health Care Services / Medi-Cal,interoperability;medicaid,interoperability;mmis,2026-06-10,,,,false,,26,"Effective retroactively for dates of services on or after October 1, 2024, the Justice Involved (JI) In-Reach provider types who are eligible to render services for JI Re-entry Initiative have been updated. The following provider types have been added as in-reach providers for general services: Community clinics Community outpatient hospitals County clinics not associated with hospitals County outpatient hospitals Free clinics Group optometrists Local health jurisdictions Optometrists Pharmacies/Pharmacists The following provider types have been removed as in-reach providers for general services: Drug Medi-Cal heroin detox Hearing aid dispensers Occupational therapists Orthotists Physical therapists Prosthetists Speech and language pathologists The following provider type has been added for care management services: Local health jurisdictions The following provider types have been removed as providers of care management services: Diabetes prevention program suppliers Drug Medi-Cal heroin detox Physical therapists Speech and language pathologists Provider Manual(s) Updates Provider Community Manual Page(s) Updated Audiology and Hearing Aids Chiropractic Chronic Dialysis Clinics C...",https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=justinv.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=vision-care&issueNumber=581&articleId=32984.85,MMIS,false,"{""article_id"":""32984.85"",""bulletin_id"":""vc2026-06"",""categories"":[],""community"":{""community_abbrv"":""VC"",""community_name"":""Vision Care""},""issue_number"":""581""}",2026-07-27T15:40:56Z
stupd-62784378f89c3c61,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:34032,provider_bulletin,June 2026 Update to AEVS: Carrier Codes for Other Health Coverage,California Department of Health Care Services / Medi-Cal,eligibility;medicaid,eligibility;mmis,2026-06-10,,,,false,,26,"The AEVS: Carrier Codes for Other Health Coverage list has been updated. These codes are updated monthly. Changes and additions are shown between the double arrowed brackets on the affected provider manual pages. Updates are listed below: Additions AEVS Code Carrier H075 Habitat Health Sac PACE (LA) S170 Smart Health Dental Provider Manual(s) Updates Provider Community Manual Page(s) Updated Part 1 &ndash; Medi-Cal Program & Eligibility Manual aev ohc car (50, 90)",https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=aevohccar.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=medi-cal-program-and-eligibility&issueNumber=47&articleId=34032,eligibility;MMIS,false,"{""article_id"":""34032"",""bulletin_id"":""part12026-06"",""categories"":[],""community"":{""community_abbrv"":""PART1"",""community_name"":""Medi-Cal Program & Eligibility""},""issue_number"":""47""}",2026-07-27T15:40:56Z
stupd-666e078d0cefd908,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:34020,provider_bulletin,Family PACT HCPCS Code Rate Update for 2026 Quarter 2,California Department of Health Care Services / Medi-Cal,claims;medicaid,claims;mmis,2026-06-10,,,,false,,26,"Effective for dates of service on or after April 1, 2026, the rates for the following HCPCS codes have been updated for the Family Planning, Access, Care and Treatment (Family PACT) program for the second quarter of 2026. HCPCS Codes Descriptions New Rate J3490-U5 Oral, Ulipristal acetate $37.11 J3490-U6 Oral, levonorgestrel $6.45 J3490-U8 Injection, medroxyprogesterone acetate $33.11 J7304-U1 Patch, contraceptive, hormone-containing $36.82 An Erroneous Payment Correction (EPC) will be implemented to reprocess claims with dates of service on or after the effective date of this billing policy, that were appropriately submitted based on the guidance published in this article but erroneously paid because Medi-Cal had not yet implemented the system changes to support appropriate adjudication. Providers may also elect to use this updated billing policy to correct and resubmit previously denied claims as described in the CIF Submission and Timeliness Instructions section of the Provider Manual. Provider Manual(s) Updates Provider Community Manual Page(s) Updated Family PACT drug onsite (1)",https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=cifsub.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=obstetrics&issueNumber=624&articleId=34020,claims;MMIS,false,"{""article_id"":""34020"",""bulletin_id"":""ob2026-06"",""categories"":[],""community"":{""community_abbrv"":""OB"",""community_name"":""Obstetrics""},""issue_number"":""624""}",2026-07-27T15:40:56Z
stupd-d604c5e607903c31,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:33963,provider_bulletin,CPT Code 66174 Reimbursement Rates Updated,California Department of Health Care Services / Medi-Cal,claims;medicaid,claims;mmis,2026-06-10,,,,false,,26,"Effective retroactively for dates of service on or after December 1, 2025, the reimbursement rates for CPT&reg; code 66174 (transluminal dilation of aqueous outflow canal [eg, canaloplasty]; without retention of device or stent) are $500.37 for procedure type K and $80.04 for procedure type O. An Erroneous Payment Correction (EPC) will be implemented to reprocess claims with dates of service on or after the effective date of this billing policy, that were appropriately submitted based on the guidance published in this article but erroneously paid because Medi-Cal had not yet implemented the system changes to support appropriate adjudication. Providers may also elect to use this updated billing policy to correct and resubmit previously denied claims as described in the CIF Submission and Timeliness Instructions section of the Provider Manual.",https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=cifsub.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=rehabilitation-clinics&issueNumber=621&articleId=33963,claims;MMIS,false,"{""article_id"":""33963"",""bulletin_id"":""reh2026-06"",""categories"":[],""community"":{""community_abbrv"":""REH"",""community_name"":""Rehabilitation Clinics""},""issue_number"":""621""}",2026-07-27T15:40:56Z
stupd-6163fd95eb422d34,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:34013,provider_bulletin,2026-2027 Fiscal Year Two Week Fee-for-Service Checkwrite Hold,California Department of Health Care Services / Medi-Cal,eligibility;medicaid,eligibility;mmis,2026-06-10,,,,false,,26,"Specific checkwrites in June for the 2025 through 2026 fiscal year will be delayed until the start of the 2026 through 2027 fiscal year. Medi-Cal funded fee-for-service payments scheduled for warrant date June 18, 2026, will be held until warrant date July 2, 2026. Checkwrites and payments held during this time are for the following programs: Medi-Cal: Fee-for-service Medi-Cal Family Planning, Access, Care and Treatment (Family PACT) Program Children&rsquo;s Presumptive Eligibility (CPE) State funded Medi-Cal funded fee-for-service payments scheduled for warrant date June 25, 2026, will be held until warrant date July 2, 2026. Checkwrites and payments held during this time are for the following programs: Medi-Cal: Fee-for-service Medi-Cal Family PACT CPE State funded State-only California Children&rsquo;s Services (CCS-only) State-only Genetically Handicapped Persons Program (GHPP) Other public health, comprised of the Every Woman Counts Program, is excluded from the checkwrite hold.",,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=medi-cal-program-and-eligibility&issueNumber=47&articleId=34013,eligibility;MMIS,false,"{""article_id"":""34013"",""bulletin_id"":""part12026-06"",""categories"":[],""community"":{""community_abbrv"":""PART1"",""community_name"":""Medi-Cal Program & Eligibility""},""issue_number"":""47""}",2026-07-27T15:40:56Z
stupd-4f067e54c62c5a02,MI,mi_mdhhs_policy_bulletins,MMP 26-17,provider_bulletin,MMP 26-17 - Reimbursement of Specialty Behavioral Health Services Based Upon Location of Services,Michigan Department of Health and Human Services,medicaid;rural_health,behavioral_health;medicaid,2026-06-01,,,,false,,26,MDHHS Medicaid policy bulletin.,https://www.michigan.gov/mdhhs/-/media/Project/Websites/mdhhs/Assistance-Programs/Medicaid-BPHASA/2026-Bulletins/Final-Bulletin-MMP-26-17-BH.pdf?rev=ef2f5a7b47814d3d9f131462b871f67a&hash=3DCB94164E627E50A0DE8BAE035E6CF9,https://www.michigan.gov/mdhhs/doing-business/providers/providers/medicaid/policyforms/2026-medicaid-policy-bulletins,behavioral health;Medicaid,false,"{""bulletin"":""MMP 26-17"",""issue_date"":""June 1, 2026"",""subject"":""Reimbursement of Specialty Behavioral Health Services Based Upon Location of Services""}",2026-07-27T15:40:51Z
stupd-291f4d0d6bf5dbec,OR,or_oha_provider_matters,ohp-provider-matters:196,provider_bulletin,Provider Matters update,Oregon Health Authority / Oregon Health Plan,medicaid;rural_health,behavioral_health;medicaid,2026-05-29,2026-06-08,,,false,,26,"​Expanding and supporting perinatal care through Senate Bills 692 and 1568&#160; Provide feedback on draft rule to support implementation of Senate Bills 1557 and 729 Medicaid program updates: Behavioral health directed payments guidance for team-based care Provider resources: Approved Culturally and Linguistically Specific Providers (5/22/2026) ​Connect with us! Join ""Clinical Connections"" or new provider training",,https://www.oregon.gov/oha/HSD/OHP/Pages/Provider-Matters.aspx,behavioral health;Medicaid,false,"{""ID"":196,""Id"":196,""Issue_x0020_Date"":""2026-05-29T07:00:00Z"",""Modified"":""2026-06-08T17:44:29Z"",""URL"":null}",2026-07-27T15:40:57Z
stupd-4d7b38fefee37a4b,IL,il_hfs_provider_notices,prn260529a,provider_bulletin,Critical Access Hospital OB and Other Treatment Services Supplemental Payment – Calendar Year 2026,Illinois Department of Healthcare and Family Services,rural_health,rural_health,2026-05-29,,,,false,,26,Provider category: Hospitals,https://hfs.illinois.gov/medicalproviders/notices/notice.prn260529a.html,https://hfs.illinois.gov/medicalproviders/notices.html,critical access hospital,true,"{""row"":[""2026"",""May 29, 2026"",[""prn260529a"",""/content/soi/hfs/en/medicalproviders/notices/notice.prn260529a.html"",""false""],""Critical Access Hospital OB and Other Treatment Services Supplemental Payment \u2013 Calendar Year 2026 "",""Hospitals""],""source_url"":""https://hfs.illinois.gov/content/soi/hfs/en/medicalproviders/notices/jcr:content/responsivegrid/container/container_293684588/datatablecontentfrag.datatablecontentfragment.json""}",2026-07-27T15:40:50Z
stupd-977a221f225594ec,CA,ca_medi_cal_provider_news,mcweb-news:34013,policy_update,2026-2027 Fiscal Year Two Week Fee-for-Service Checkwrite Hold,California Department of Health Care Services / Medi-Cal,eligibility;medicaid,eligibility;mmis,2026-05-21,,,,false,,26,Specific checkwrites in June for fiscal year 2025 through 2026 will be delayed until the start of fiscal year 2026 through 2027.,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/34013,eligibility;MMIS,false,"{""article_id"":""34013"",""categories"":[""Billing""],""communities"":[""Medi-Cal Program & Eligibility""],""id"":""1633""}",2026-07-27T15:40:54Z
stupd-f194c93d711d9fa7,VA,va_medicaid_provider_memos,dmas-80-and-dmas-421a-fax-retirement,provider_bulletin,DMAS-80 and DMAS 421A Fax Retirement,Virginia Department of Medical Assistance Services / Virginia Medicaid,managed_care;medicaid,managed_care;medicaid,2026-05-18,,,,false,,26,To: All Providers and Managed Care Organizations Participating in the Virginia Medical Assistance Program,,https://vamedicaid.dmas.virginia.gov/bulletin/dmas-80-and-dmas-421a-fax-retirement,managed care;Medicaid,false,"{""audience"":""All Providers and Managed Care Organizations Participating in the Virginia Medical Assistance Program"",""source_page"":""https://vamedicaid.dmas.virginia.gov/providers/memo-2026""}",2026-07-27T15:40:58Z
stupd-25229bf88b8ceb3c,IL,il_hfs_provider_notices,prn260513a,provider_bulletin,Mifepristone/Misoprostol Billing,Illinois Department of Healthcare and Family Services,rural_health,rural_health,2026-05-13,,,,false,,26,"Provider category: Encounter Rate Clinics, Federally Qualified Health Centers, Hospitals, Local Health Departments, Nurses, Pharmacies, Physicians, Rural Health Clinics",https://hfs.illinois.gov/medicalproviders/notices/notice.prn260513a.html,https://hfs.illinois.gov/medicalproviders/notices.html,rural health,true,"{""row"":[""2026"",""May 13, 2026"",[""prn260513a"",""/content/soi/hfs/en/medicalproviders/notices/notice.prn260513a.html"",""false""],""Mifepristone/Misoprostol Billing"",""Encounter+Rate+Clinics, Federally+Qualified+Health+Centers, Hospitals, Local+Health+Departments, Nurses, Pharmacies, Physicians, Rural+Health+Clinics""],""source_url"":""https://hfs.illinois.gov/content/soi/hfs/en/medicalproviders/notices/jcr:content/responsivegrid/container/container_293684588/datatablecontentfrag.datatablecontentfragment.json""}",2026-07-27T15:40:50Z
stupd-e3613500cc74795a,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:33972,provider_bulletin,Responsible County and Residence County Clarified in Provider Manual,California Department of Health Care Services / Medi-Cal,eligibility;medicaid,eligibility;mmis,2026-05-13,,,,false,,26,"The Department of Health Care Services (DHCS) has clarified the definitions of residence counties and responsible counties in the provider manual. The responsible county, or county of responsibility, is the county that is responsible for determining a Medi-Cal member&rsquo;s eligibility. The residence county, or county of residence, is the county that the Medi-Cal member reports they currently reside in. A member&rsquo;s residence county and responsible county will be visible on responses from the Medi-Cal eligibility verification system. A member&rsquo;s responsible county may not be the same as the residence county. Provider Manual(s) Updates Provider Community Manual Page(s) Updated Part 1 aev trn (5, 11) ; aev trn 1 form (2) ; elig rec (4, 5) ; elig rstrict (3) Vision Care pia frm comp (3)",https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=aevtrn.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=medi-cal-program-and-eligibility&issueNumber=46&articleId=33972,eligibility;MMIS,false,"{""article_id"":""33972"",""bulletin_id"":""part12026-05"",""categories"":[],""community"":{""community_abbrv"":""PART1"",""community_name"":""Medi-Cal Program & Eligibility""},""issue_number"":""46""}",2026-07-27T15:40:56Z
stupd-cfaad1163f1fe234,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:na-202605-vc,provider_bulletin,Provider Manual Revisions,California Department of Health Care Services / Medi-Cal,managed_care;medicaid,managed_care;mmis,2026-05-13,,,,false,,26,Pages updated due to ongoing provider manual revisions: pia frm comp (3),https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=piafrmcomp.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=vision-care&issueNumber=580&articleId=na-202605-vc,MMIS,false,"{""article_id"":""na-202605-vc"",""bulletin_id"":""vc2026-05"",""categories"":[],""community"":{""community_abbrv"":""VC"",""community_name"":""Vision Care""},""issue_number"":""580""}",2026-07-27T15:40:56Z
stupd-a20c7ee05a934f66,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:33968,provider_bulletin,Medical Supply HCPCS Code B4105 is Reimbursable,California Department of Health Care Services / Medi-Cal,claims;medicaid,claims;mmis,2026-05-13,,,,false,,26,"Effective for dates of service on or after July 1, 2026, HCPCS code B4105 (in-line cartridge containing digestive enzyme[s] for enteral feeding, each) is reimbursable with an approved Treatment Authorization Request (TAR) or Service Authorization Request (SAR) for recipients with cystic fibrosis and exocrine pancreatic insufficiency diagnosis that meet all the conditions below. In addition, claims billed using HCPCS B4105 must include documentation of product cost (an invoice, manufacturer&rsquo;s catalog page or price list), as an attachment to the claim, for reimbursement. Documentation must be on the TAR or SAR to support that the recipient meets all the following conditions, as documented in the recipient&rsquo;s medical record. A recipient must: Have a clinical diagnosis of cystic fibrosis and exocrine pancreatic insufficiency (ICD-10-CM diagnosis code K86.81). Have a prescription for an in-line cartridge containing digestive enzyme(s) signed by a board-certified pulmonologist. Have their care followed by a board-certified pulmonologist at a cystic fibrosis special care center. Adhere to a nutritional treatment plan. Document nutritional treatment plan. Receive overnight en...",https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=mcsupbilling.xlsx,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=clinics-and-hospitals&issueNumber=620&articleId=33968,claims;MMIS,false,"{""article_id"":""33968"",""bulletin_id"":""cah2026-05"",""categories"":[],""community"":{""community_abbrv"":""CAH"",""community_name"":""Clinics and Hospitals""},""issue_number"":""620""}",2026-07-27T15:40:56Z
stupd-1bf73cd1968967ee,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:33983,provider_bulletin,May 2026 Update to AEVS: Carrier Codes for Other Health Coverage,California Department of Health Care Services / Medi-Cal,eligibility;medicaid,eligibility;mmis,2026-05-13,,,,false,,26,"The AEVS: Carrier Codes for Other Health Coverage list has been updated. These codes are updated monthly. Changes and additions are shown between the double arrowed brackets on the affected provider manual pages. Updates are listed below: Additions AEVS Code Carrier C700 Consociate Health I001 Innercare PACE Provider Manual(s) Updates Provider Community Manual Page(s) Updated Part 1 &ndash; Medi-Cal Program & Eligibility Manual aev ohc car (32, 56)",https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=aevohccar.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=medi-cal-program-and-eligibility&issueNumber=46&articleId=33983,eligibility;MMIS,false,"{""article_id"":""33983"",""bulletin_id"":""part12026-05"",""categories"":[],""community"":{""community_abbrv"":""PART1"",""community_name"":""Medi-Cal Program & Eligibility""},""issue_number"":""46""}",2026-07-27T15:40:56Z
stupd-2dc4f978f47e6912,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:33965,provider_bulletin,Dental MCP Reimbursement at the All-Inclusive Rate for Tribal Health Programs,California Department of Health Care Services / Medi-Cal,managed_care;medicaid,managed_care;mmis,2026-05-13,,,,false,,26,"Effective immediately and retroactively to January 1, 2026, Dental Managed Care Plans (Dental MCPs) are required to reimburse Indian Health Services-Memorandum of Agreement (IHS-MOA) clinics and Tribal Federally Qualified Health Centers (Tribal FQHCs) at the All-Inclusive Rate (AIR) for covered dental services when the Medi-Cal member is enrolled in a Dental MCP. Billing Instructions If the member is enrolled in a Dental MCP at the time services are rendered, clinics must bill the member&rsquo;s assigned Dental MCP for reimbursement at the AIR. If the member is enrolled in a Dental MCP and receives both medical health and oral health services on the same day, submit the claim for medical health services to the Medi-Cal Managed Care Plan or Medi-Cal fee-for-service. If the member is not enrolled in a Dental MCP at the time services are rendered and is enrolled in Medi-Cal Dental fee-for-service, submit the claim to Medi-Cal Dental fee-for-service. Note : For services provided to American Indian/Alaska Native members, IHS-MOA and Tribal FQHC providers are not required to be contracted with the Dental MCP in order to receive reimbursement at the AIR. For services provided to non- A...",,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=acupuncture&issueNumber=608&articleId=33965,managed care;MMIS,false,"{""article_id"":""33965"",""bulletin_id"":""acu2026-05"",""categories"":[],""community"":{""community_abbrv"":""ACU"",""community_name"":""Acupuncture""},""issue_number"":""608""}",2026-07-27T15:40:56Z
stupd-67f478f0e6f39858,VA,va_medicaid_provider_memos,virginia-medicaid-drug-utilization-review-board-approved-updates-and-preferred-drug-list,provider_bulletin,"Virginia Medicaid Drug Utilization Review Board Approved Updates and Preferred Drug List Effective July 1, 2026",Virginia Department of Medical Assistance Services / Virginia Medicaid,managed_care;medicaid,managed_care;medicaid,2026-05-05,,,,false,,26,To: All Providers and Managed Care Organizations Participating in the Virginia Medical Assistance Program,,https://vamedicaid.dmas.virginia.gov/bulletin/virginia-medicaid-drug-utilization-review-board-approved-updates-and-preferred-drug-list,managed care;Medicaid,false,"{""audience"":""All Providers and Managed Care Organizations Participating in the Virginia Medical Assistance Program"",""source_page"":""https://vamedicaid.dmas.virginia.gov/providers/memo-2026""}",2026-07-27T15:40:58Z
stupd-86c9ebdd2487c3f1,OR,or_oha_ohp_announcements,ohp-announcement:878,public_comment_notice,"Notice of intent: OHA will amend the Medicaid State Plan to renew the 1915(i) state plan option - Comments due May 29, 2026",Oregon Health Authority / Oregon Health Plan,eligibility;medicaid,eligibility;medicaid,2026-05-04,2026-05-08,,,false,,26,['Public notice'] ['All interested parties'],https://www.oregon.gov/oha/HSD/OHP/Announcements/1915i-HCBS-Renewal0526.pdf,https://www.oregon.gov/oha/HSD/OHP/Announcements/1915i-HCBS-Renewal0526.pdf,Medicaid,false,"{""Applies_x0020_To"":[""All interested parties""],""Category"":[""Public notice""],""ID"":878,""Id"":878,""Issue_x0020_Date"":""2026-05-04T07:00:00Z"",""Modified"":""2026-05-08T20:50:09Z"",""URL"":{""Description"":""Notice of intent: OHA will amend the Medicaid State Plan to renew the 1915(i) state plan option - Comments due May 29, 2026"",""Url"":""https://www.oregon.gov/oha/HSD/OHP/Announcements/1915i-HCBS-Renewal0526.pdf""}}",2026-07-27T15:40:57Z
stupd-11aa554a61e39c0f,CA,ca_medi_cal_provider_news,mcweb-news:33979,provider_bulletin,Notice of Change for Provider Portal: Erroneous Payment Correction (EPC) Letters,California Department of Health Care Services / Medi-Cal,eligibility;medicaid,eligibility;mmis,2026-04-28,,,,false,,26,O&E & DHCS are offering a Notice of Change pertaining to the Provider Portal: Erroneous Payment Correction (EPC) Letters.,https://learn.medi-cal.ca.gov/catalog/course.asp?id=3793,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/33979,eligibility;MMIS,false,"{""article_id"":""33979"",""categories"":[""Provider Portal"",""DHCS Notice""],""communities"":[""Medi-Cal Program & Eligibility""],""id"":""1623""}",2026-07-27T15:40:54Z
stupd-7cdfe0425fc41205,CA,ca_medi_cal_provider_news,mcweb-news:33990,provider_bulletin,Temporary Solution for PE Confirmation Documents Printing Blank BIC Information in Provider Portal,California Department of Health Care Services / Medi-Cal,eligibility;medicaid,eligibility;mmis,2026-04-27,,,,false,,26,DHCS is offering a temporary solution for the PE Confirmation Documents printing with a blank BIC number after an application is submitted.,mailto:DHCSHospitalPE@dhcs.ca.gov,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/33990,eligibility;MMIS,false,"{""article_id"":""33990"",""categories"":[""Presumptive Eligibility"",""Provider Portal"",""DHCS Notice""],""communities"":[""Audiology and Hearing Aids"",""Orthotics and Prosthetics"",""Psychological Services"",""Inpatient Services"",""Clinics and Hospitals"",""General Medicine"",""Obstetrics"",""Pharmacy"",""Vision Care""],""id"":""1621""}",2026-07-27T15:40:54Z
stupd-e4b9d428279c3f98,CA,ca_medi_cal_provider_news,mcweb-news:33973,medicaid_notice,Coming Soon: Important Policy Reminders and Clarifications for Covered Medi-Cal CHW Services,California Department of Health Care Services / Medi-Cal,interoperability;medicaid,interoperability;mmis,2026-04-27,,,,false,,26,The Community Health Worker (CHW) Preventive Services manual section will be updated for greater clarity.,https://www.dhcs.ca.gov/federal-impacts/Pages/HR-1-Implementation-Plan.aspx,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/33973,MMIS,false,"{""article_id"":""33973"",""categories"":[""DHCS Notice"",""Billing""],""communities"":[""Psychological Services"",""Therapies"",""Clinics and Hospitals"",""Community-Based Adult Services"",""Chronic Dialysis Clinics"",""Home Health Agencies/Home and Community-Based Services"",""Rehabilitation Clinics"",""General Medicine"",""Obstetrics""],""id"":""1622""}",2026-07-27T15:40:54Z
stupd-11309bc82a4fc931,CA,ca_medi_cal_provider_news,mcweb-news:33974,provider_bulletin,Presumptive Eligibility Provider Update: 2026 FPL Programming Complete,California Department of Health Care Services / Medi-Cal,eligibility;medicaid,eligibility;mmis,2026-04-24,,,,false,,26,The 2026 Federal Poverty levels have been programmed.,https://www.dhcs.ca.gov/services/medi-cal/eligibility/letters/Documents/26-01.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/33974,eligibility;MMIS,false,"{""article_id"":""33974"",""categories"":[""Presumptive Eligibility"",""CPE"",""PE4PP""],""communities"":[""General Medicine"",""Obstetrics"",""Clinics and Hospitals"",""Pharmacy"",""Inpatient Services"",""Audiology and Hearing Aids"",""Orthotics and Prosthetics"",""Psychological Services"",""Vision Care""],""id"":""1620""}",2026-07-27T15:40:54Z
stupd-95da1699c3bf635a,VA,va_medicaid_provider_memos,new-single-sign-requirement-ffs-service-authorization-requests-acentra-ang-platform,provider_bulletin,"New Single Sign-On Requirement for FFS Service Authorization Requests with Acentra ANG Platform Through DMAS MES Effective April 27, 2026",Virginia Department of Medical Assistance Services / Virginia Medicaid,managed_care;medicaid,managed_care;medicaid,2026-04-22,,,,false,,26,To: All Providers and Managed Care Organizations Participating in the Virginia Medicaid and FAMIS Programs,,https://vamedicaid.dmas.virginia.gov/bulletin/new-single-sign-requirement-ffs-service-authorization-requests-acentra-ang-platform,managed care;Medicaid,false,"{""audience"":""All Providers and Managed Care Organizations Participating in the Virginia Medicaid and FAMIS Programs"",""source_page"":""https://vamedicaid.dmas.virginia.gov/providers/memo-2026""}",2026-07-27T15:40:58Z
