source_record_id,title,issued_date,released_date,modified_date,next_update_date,landing_page,download_url,publisher,keywords,description,raw_json
b06f-0828,Interventional Pain Management Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/b06f-0828,https://data.cms.gov/provider-data/sites/default/files/resources/17032774578501a30d0fdcc48e19dca4_1722902738/Interventional_Pain_Management.csv,Centers for Medicare & Medicaid Services (CMS),Interventional Pain Management,Returns interventional pain management office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns interventional pain management office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/17032774578501a30d0fdcc48e19dca4_1722902738/Interventional_Pain_Management.csv"", ""mediaType"": ""text/csv"", ""title"": ""Interventional_Pain_Management.csv""}], ""identifier"": ""b06f-0828"", ""issued"": ""2024-08-05"", ""keyword"": [""Interventional Pain Management""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/b06f-0828"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Interventional Pain Management Office Visit Costs""}"
6787-a1bf,Interventional Cardiology Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/6787-a1bf,https://data.cms.gov/provider-data/sites/default/files/resources/7f5c14167d7a3e381aa0cb11fabaf49e_1722902737/Interventional_Cardiology.csv,Centers for Medicare & Medicaid Services (CMS),Interventional Cardiology,Returns interventional cardiology office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns interventional cardiology office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/7f5c14167d7a3e381aa0cb11fabaf49e_1722902737/Interventional_Cardiology.csv"", ""mediaType"": ""text/csv"", ""title"": ""Interventional_Cardiology.csv""}], ""identifier"": ""6787-a1bf"", ""issued"": ""2024-08-05"", ""keyword"": [""Interventional Cardiology""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/6787-a1bf"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Interventional Cardiology Office Visit Costs""}"
9735-7176,Internal Medicine Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/9735-7176,https://data.cms.gov/provider-data/sites/default/files/resources/7503fbb67cc6ded55f58c46c0f2a40d1_1722902737/Internal_Medicine.csv,Centers for Medicare & Medicaid Services (CMS),Internal Medicine,Returns internal medicine office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns internal medicine office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/7503fbb67cc6ded55f58c46c0f2a40d1_1722902737/Internal_Medicine.csv"", ""mediaType"": ""text/csv"", ""title"": ""Internal_Medicine.csv""}], ""identifier"": ""9735-7176"", ""issued"": ""2024-08-05"", ""keyword"": [""Internal Medicine""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/9735-7176"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Internal Medicine Office Visit Costs""}"
e2bb-d371,Infectious Disease Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/e2bb-d371,https://data.cms.gov/provider-data/sites/default/files/resources/0eb216351ab21b17ed8229dd0a1b30e9_1722902736/Infectious_Disease.csv,Centers for Medicare & Medicaid Services (CMS),Infectious Disease,Returns infectious disease office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns infectious disease office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/0eb216351ab21b17ed8229dd0a1b30e9_1722902736/Infectious_Disease.csv"", ""mediaType"": ""text/csv"", ""title"": ""Infectious_Disease.csv""}], ""identifier"": ""e2bb-d371"", ""issued"": ""2024-08-05"", ""keyword"": [""Infectious Disease""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/e2bb-d371"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Infectious Disease Office Visit Costs""}"
a0cb-cdab,Hospitalist Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/a0cb-cdab,https://data.cms.gov/provider-data/sites/default/files/resources/c4108689fb48c020be17efd2697fc7f6_1722902735/Hospitalist.csv,Centers for Medicare & Medicaid Services (CMS),Hospitalist,Returns hospitalist office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns hospitalist office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/c4108689fb48c020be17efd2697fc7f6_1722902735/Hospitalist.csv"", ""mediaType"": ""text/csv"", ""title"": ""Hospitalist.csv""}], ""identifier"": ""a0cb-cdab"", ""issued"": ""2024-08-05"", ""keyword"": [""Hospitalist""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/a0cb-cdab"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Hospitalist Office Visit Costs""}"
0ddf-4325,Hospice and Palliative Care Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/0ddf-4325,https://data.cms.gov/provider-data/sites/default/files/resources/1b686eb1b0d9d32c656ab6751b38a61d_1722902734/Hospice_and_Palliative_Care.csv,Centers for Medicare & Medicaid Services (CMS),Hospice and Palliative Care,Returns hospice and palliative care office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns hospice and palliative care office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/1b686eb1b0d9d32c656ab6751b38a61d_1722902734/Hospice_and_Palliative_Care.csv"", ""mediaType"": ""text/csv"", ""title"": ""Hospice_and_Palliative_Care.csv""}], ""identifier"": ""0ddf-4325"", ""issued"": ""2024-08-05"", ""keyword"": [""Hospice and Palliative Care""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/0ddf-4325"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Hospice and Palliative Care Office Visit Costs""}"
d150-d141,Hematopoietic Cell Transplantation and Cellular Therapy Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/d150-d141,https://data.cms.gov/provider-data/sites/default/files/resources/cf5cc3da63e3131d2f91a97dafd5e6ba_1722902733/Hematopoietic_Cell_Transplantation_and_Cellular_Therapy.csv,Centers for Medicare & Medicaid Services (CMS),Hematopoietic Cell Transplantation and Cellular Therapy,Returns hematopoietic cell transplantation and cellular therapy office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns hematopoietic cell transplantation and cellular therapy office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/cf5cc3da63e3131d2f91a97dafd5e6ba_1722902733/Hematopoietic_Cell_Transplantation_and_Cellular_Therapy.csv"", ""mediaType"": ""text/csv"", ""title"": ""Hematopoietic_Cell_Transplantation_and_Cellular_Therapy.csv""}], ""identifier"": ""d150-d141"", ""issued"": ""2024-08-05"", ""keyword"": [""Hematopoietic Cell Transplantation and Cellular Therapy""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/d150-d141"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Hematopoietic Cell Transplantation and Cellular Therapy Office Visit Costs""}"
2483-f62b,Hematology-Oncology Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/2483-f62b,https://data.cms.gov/provider-data/sites/default/files/resources/71e4cd38ccf7eb277a19ccacbdc08001_1722902733/Hematology_Oncology.csv,Centers for Medicare & Medicaid Services (CMS),Hematology-Oncology,Returns hematology-oncology office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns hematology-oncology office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/71e4cd38ccf7eb277a19ccacbdc08001_1722902733/Hematology_Oncology.csv"", ""mediaType"": ""text/csv"", ""title"": ""Hematology_Oncology.csv""}], ""identifier"": ""2483-f62b"", ""issued"": ""2024-08-05"", ""keyword"": [""Hematology-Oncology""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/2483-f62b"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Hematology-Oncology Office Visit Costs""}"
e1a1-c9b4,Hematology Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/e1a1-c9b4,https://data.cms.gov/provider-data/sites/default/files/resources/33d996d60460ce345f0d633ff29ffbec_1722902732/Hematology.csv,Centers for Medicare & Medicaid Services (CMS),Hematology,Returns hematology office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns hematology office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/33d996d60460ce345f0d633ff29ffbec_1722902732/Hematology.csv"", ""mediaType"": ""text/csv"", ""title"": ""Hematology.csv""}], ""identifier"": ""e1a1-c9b4"", ""issued"": ""2024-08-05"", ""keyword"": [""Hematology""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/e1a1-c9b4"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Hematology Office Visit Costs""}"
c44d-bde6,Hand Surgery Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/c44d-bde6,https://data.cms.gov/provider-data/sites/default/files/resources/6fbe2bcd4ffd11573c46ea2095647f85_1722902731/Hand_Surgery.csv,Centers for Medicare & Medicaid Services (CMS),Hand Surgery,Returns hand surgery office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns hand surgery office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/6fbe2bcd4ffd11573c46ea2095647f85_1722902731/Hand_Surgery.csv"", ""mediaType"": ""text/csv"", ""title"": ""Hand_Surgery.csv""}], ""identifier"": ""c44d-bde6"", ""issued"": ""2024-08-05"", ""keyword"": [""Hand Surgery""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/c44d-bde6"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Hand Surgery Office Visit Costs""}"
e84d-d357,Gynecological Oncology Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/e84d-d357,https://data.cms.gov/provider-data/sites/default/files/resources/886e56a8813d4e143c15e52072bf2c32_1722902730/Gynecological_Oncology.csv,Centers for Medicare & Medicaid Services (CMS),Gynecological Oncology,Returns gynecological oncology office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns gynecological oncology office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/886e56a8813d4e143c15e52072bf2c32_1722902730/Gynecological_Oncology.csv"", ""mediaType"": ""text/csv"", ""title"": ""Gynecological_Oncology.csv""}], ""identifier"": ""e84d-d357"", ""issued"": ""2024-08-05"", ""keyword"": [""Gynecological Oncology""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/e84d-d357"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Gynecological Oncology Office Visit Costs""}"
0f37-cab0,Geriatric Psychiatry Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/0f37-cab0,https://data.cms.gov/provider-data/sites/default/files/resources/59736d82eced8f7c476767731d285041_1722902729/Geriatric_Psychiatry.csv,Centers for Medicare & Medicaid Services (CMS),Geriatric Psychiatry,Returns geriatric psychiatry office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns geriatric psychiatry office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/59736d82eced8f7c476767731d285041_1722902729/Geriatric_Psychiatry.csv"", ""mediaType"": ""text/csv"", ""title"": ""Geriatric_Psychiatry.csv""}], ""identifier"": ""0f37-cab0"", ""issued"": ""2024-08-05"", ""keyword"": [""Geriatric Psychiatry""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/0f37-cab0"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Geriatric Psychiatry Office Visit Costs""}"
bce0-b5db,Geriatric Medicine Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/bce0-b5db,https://data.cms.gov/provider-data/sites/default/files/resources/56512463c9cd930d1784bab94fb7e116_1722902729/Geriatric_Medicine.csv,Centers for Medicare & Medicaid Services (CMS),Geriatric Medicine,Returns geriatric medicine office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns geriatric medicine office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/56512463c9cd930d1784bab94fb7e116_1722902729/Geriatric_Medicine.csv"", ""mediaType"": ""text/csv"", ""title"": ""Geriatric_Medicine.csv""}], ""identifier"": ""bce0-b5db"", ""issued"": ""2024-08-05"", ""keyword"": [""Geriatric Medicine""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/bce0-b5db"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Geriatric Medicine Office Visit Costs""}"
fbfb-4b94,General Surgery Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/fbfb-4b94,https://data.cms.gov/provider-data/sites/default/files/resources/fe6e0255998e3bfe1f55e66be97f2e4c_1722902728/General_Surgery.csv,Centers for Medicare & Medicaid Services (CMS),General Surgery,Returns general surgery office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns general surgery office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/fe6e0255998e3bfe1f55e66be97f2e4c_1722902728/General_Surgery.csv"", ""mediaType"": ""text/csv"", ""title"": ""General_Surgery.csv""}], ""identifier"": ""fbfb-4b94"", ""issued"": ""2024-08-05"", ""keyword"": [""General Surgery""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/fbfb-4b94"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""General Surgery Office Visit Costs""}"
2e55-8767,General Practice Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/2e55-8767,https://data.cms.gov/provider-data/sites/default/files/resources/239bc18fb11181b325f33336b1dba6e6_1722902727/General_Practice.csv,Centers for Medicare & Medicaid Services (CMS),General Practice,Returns general practice office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns general practice office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/239bc18fb11181b325f33336b1dba6e6_1722902727/General_Practice.csv"", ""mediaType"": ""text/csv"", ""title"": ""General_Practice.csv""}], ""identifier"": ""2e55-8767"", ""issued"": ""2024-08-05"", ""keyword"": [""General Practice""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/2e55-8767"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""General Practice Office Visit Costs""}"
501b-ecd4,Gastroenterology Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/501b-ecd4,https://data.cms.gov/provider-data/sites/default/files/resources/7fe17b7747df29ef2a791aada41c7be9_1722902726/Gastroenterology.csv,Centers for Medicare & Medicaid Services (CMS),Gastroenterology,Returns gastroenterology office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns gastroenterology office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/7fe17b7747df29ef2a791aada41c7be9_1722902726/Gastroenterology.csv"", ""mediaType"": ""text/csv"", ""title"": ""Gastroenterology.csv""}], ""identifier"": ""501b-ecd4"", ""issued"": ""2024-08-05"", ""keyword"": [""Gastroenterology""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/501b-ecd4"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Gastroenterology Office Visit Costs""}"
bb4c-dcdf,Family Practice Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/bb4c-dcdf,https://data.cms.gov/provider-data/sites/default/files/resources/1cf8d8955d98968aa0cd5afbfad8cb0b_1722902725/Family_Practice.csv,Centers for Medicare & Medicaid Services (CMS),Family Practice,Returns family practice office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns family practice office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/1cf8d8955d98968aa0cd5afbfad8cb0b_1722902725/Family_Practice.csv"", ""mediaType"": ""text/csv"", ""title"": ""Family_Practice.csv""}], ""identifier"": ""bb4c-dcdf"", ""issued"": ""2024-08-05"", ""keyword"": [""Family Practice""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/bb4c-dcdf"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Family Practice Office Visit Costs""}"
b554-ef7e,Endocrinology Office Visit Costs,2024-08-05,2024-08-08,2024-08-05,,https://data.medicare.gov/provider-data/dataset/b554-ef7e,https://data.cms.gov/provider-data/sites/default/files/resources/b22573450a1c82d4c22c7df6da1c19ac_1722902725/Endocrinology.csv,Centers for Medicare & Medicaid Services (CMS),Endocrinology,Returns endocrinology office visit costs per zip code for new and established patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""PPL Dataset"", ""hasEmail"": ""mailto:PPL_Dataset@cms.hhs.gov""}, ""description"": ""Returns endocrinology office visit costs per zip code for new and established patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/b22573450a1c82d4c22c7df6da1c19ac_1722902725/Endocrinology.csv"", ""mediaType"": ""text/csv"", ""title"": ""Endocrinology.csv""}], ""identifier"": ""b554-ef7e"", ""issued"": ""2024-08-05"", ""keyword"": [""Endocrinology""], ""landingPage"": ""https://data.medicare.gov/provider-data/dataset/b554-ef7e"", ""modified"": ""2024-08-05"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2024-08-08"", ""theme"": [""Physician office visit costs""], ""title"": ""Endocrinology Office Visit Costs""}"
